"Guid","AccountId","Application__c","Comments","ContactId","Description","IsEscalated","ParentId","Priority","Reason","Status","Subject","SuppliedCompany","SuppliedName","SuppliedPhone","Type","TypeDetail__c"
0e6ff1c6-648d-425f-ae8e-12baf4f78c26,4149746a-2b7f-4095-a854-de52d62ff012,"#N/A","#N/A",f233a483-a78e-4e0b-aac7-79cf7d88a609,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,On Hold,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0e7fa114-98a5-450b-b007-c1900716a420,473469d0-19af-43bf-b115-bccd50ebcf37,"#N/A","#N/A",5e0e5d9e-0c98-4e25-87c3-f0fe95dd1d0c,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
0e8bb9ba-7998-437c-bf4c-9907b98d19af,750734f6-cd28-4a15-9f84-0c4d14d92c4c,"#N/A","#N/A",1d129b67-3712-4653-b05f-07301c4bb5a5,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Rejected,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
0eaf4700-db45-42e2-bca0-014333da70d3,49e18681-06c0-4389-a778-f0a16d87293c,"#N/A","#N/A",81c64086-b316-48ea-968c-5ebbb7d8e9dc,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,New,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
0f53d9bc-aea1-4a2e-8958-18d157ddf591,1f8bbab1-7ffa-45f2-9d74-c82857af32fc,"#N/A","#N/A",59c358c2-0973-4367-acef-6713c04bc2ac,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Closed,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0f7472b0-4d7b-4f5b-a8eb-f66eec8ddf7a,0213b072-c268-4887-bb10-32a2ab04b9da,"#N/A","#N/A",d23f95e0-0f1b-41be-8be0-ee8f30d7d804,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Approved,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0f785f84-a22b-4757-bee2-e8cc689eb405,02af82c8-9fdf-4b22-b5fe-5dc9423c1ecb,"#N/A","#N/A",ee9eb51a-5f80-4034-81b1-5f07b295ef82,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,New,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0f8408f6-ef92-4e6e-94a3-298d50218209,d99417b6-f524-4870-8bc3-47c0ee2c6eff,"#N/A","#N/A",8ec33dd2-83f4-4351-922e-b95d8d5842cb,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
0face0f1-2055-42b1-8623-2e2e1cf1258d,e107962e-682e-427b-9360-02e21c9a12d9,"#N/A","#N/A",84c67d1c-ccbb-48c5-a166-556da1e829a0,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,New,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0fc0f7c1-ada0-4ff2-8706-08d1e463ad68,3ad1ed59-06ec-429d-94ab-62e5e0e8111f,"#N/A","#N/A",962f08a2-922f-4f78-81f3-9f12d43f6422,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Approved,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0fc762d4-c1eb-4b57-95cd-d7d82e77d378,bd7aff28-8cb6-400f-89ef-20a245f7806b,"#N/A","#N/A",524e5286-2302-4c0f-9082-6a7d8941136e,User Needs Help,false,"#N/A",Medium,Existing problem,New,SL has expired ==> URGENT,"#N/A","#N/A","#N/A",Problem,"#N/A"
100c0e81-cb29-4f2e-af8e-fa922394c32c,9b90a7db-b9d6-4db4-a10b-b65b99354f15,"#N/A","#N/A",41fda478-5290-49a0-952c-ae7f67ad0786,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Closed,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
10442ba1-9151-4b86-a96d-9734bee5c661,048b03b2-d152-453c-8216-2b8272a9397f,"#N/A","#N/A",f430c620-c11c-4dd7-9233-100ef7c8846f,The administrative override feature is assigning controls to a non-admin.,false,"#N/A",Medium,New problem,Approved,Administrative override feature not working,"#N/A","#N/A","#N/A",Problem,"#N/A"
110147a2-a14b-412e-ac0b-927ac05c5807,03d34f3a-75f3-403e-9fdd-55f1889edffc,"#N/A","#N/A",08764f85-906e-4ccb-9c58-5ba4de48bd6e,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Approved,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
110991e7-7510-4d92-90b1-261ad5f35f5c,f328eed1-5796-4253-ba54-c8fa78735fb4,"#N/A","#N/A",dfde5b2e-c9e9-4b20-9e5e-fc65fcd795d2,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Rejected,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
11708a82-9cd2-47cd-b975-35f01dcf5e38,49306b27-9905-4425-9f20-0c781ee74c18,"#N/A","#N/A",06e535e1-053d-4d1a-b541-2905d111eb9e,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Approved,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1186109e-c2e2-4b66-8a4d-c02288cf6ee5,37c2cf72-e0a1-4335-9074-0563fe0038d7,"#N/A","#N/A",b799992c-6741-4438-ac30-0e5a5aaaa66a,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,On Hold,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
11bb6920-621e-4f5a-8616-71bb7ee6cc9e,bae03865-f2de-45dd-a6b7-52b75996aa77,"#N/A","#N/A",d50d75a3-2c4b-44c1-84d5-7cbb990f3fa1,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,New,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
121595cc-6abf-4c03-9a70-8216f47e9d7b,47a792de-ff1e-457f-abdd-4c7e60c64900,"#N/A","#N/A",4bdd6fb3-5479-463b-a0a2-ad96ca51aa45,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Closed,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1218f11c-7909-41ba-bd5b-e718196de3c4,88c49b66-4b3d-460f-b5c9-4f036aaff47b,"#N/A","#N/A",7a0755c1-6976-4f67-a8a8-88518b33e445,The administrative override feature is assigning controls to a non-admin.,false,"#N/A",Medium,New problem,Rejected,Administrative override feature not working,"#N/A","#N/A","#N/A",Problem,"#N/A"
122b5790-d30d-4bfc-abba-889b3b83991e,dc3a93df-dfdf-4e57-93e5-0f68fe4ee9b9,"#N/A","#N/A",c6c282c8-d8d6-43d3-b0c6-05b8f265be4b,User Needs Help,false,"#N/A",Medium,User didn't attend training,Pending Approval,Enquiry about running reports on  reports,"#N/A","#N/A","#N/A",Question,"#N/A"
12761d4e-b124-48ed-ad7a-6d059801167c,ee74c3ea-40b2-427f-a8b6-9a52c6ea5a56,"#N/A","#N/A",952ece02-6bf7-4d5b-96de-ac161f04659c,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Rejected,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
12c2b4df-40f7-4997-ada8-647ecf6780f3,9116998f-eb4c-480a-80e0-77343e4df9f4,"#N/A","#N/A",5ebe1bc0-61cc-4b3d-8259-82799360cf54,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,New,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1300a9bc-ec91-45ef-838a-326881e4eb96,790911e2-b3a9-48c3-b31c-393bf92e323c,"#N/A","#N/A",58469670-0232-477b-a498-dd3f3361da7c,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Pending Approval,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
13118a14-ad91-4f28-a0e5-b6776f849d2c,5faf4444-81b7-49f6-9f1a-9863753d536b,"#N/A","#N/A",bf9fbe76-9622-4b1e-9ff0-c0c8eb7cb78b,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Approved,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1311ed7f-14ed-4fbc-b098-f81dcacdce8c,cb91ee19-e00c-4998-9e4a-b30eb84f0e31,"#N/A","#N/A",a9d72a05-b657-458a-a142-5daf19af36ab,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Approved,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
131218a0-a625-4427-a439-d8c259c721bc,735283ce-53b6-426e-867f-4337ee555bd6,"#N/A","#N/A",9d96790d-6bca-4bc7-9379-2ea4d2f1af1c,"#N/A",false,"#N/A",Medium,Instructions not clear,Escalated,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1368ab4e-3542-4ec9-ab03-7ece796cf16d,750734f6-cd28-4a15-9f84-0c4d14d92c4c,"#N/A","#N/A",4ef8f0ac-b263-4044-a5bd-71816d02642c,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Escalated,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
13845f2d-6a74-46d1-9e30-3fb8527bf2a7,3c898fe5-4f40-4010-9f71-409302d54d8f,"#N/A","#N/A",4a5d9c30-91e1-4e41-9886-8b2be5abf102,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Rejected,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
139bd150-15ce-40da-96f4-a372a904353a,5fc8553f-5340-4afa-9995-cc5c256a1447,"#N/A","#N/A",8ddbb372-178a-45a1-98dd-fd46670c70f9,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Approved,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
13be4275-9f63-4140-a6b8-daef874b7058,5faf4444-81b7-49f6-9f1a-9863753d536b,"#N/A","#N/A",3993c93a-c190-457f-948e-542dabbc6b2b,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,New,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
13be49d7-ffa4-4ebc-9f68-45082bb2073f,a69fa085-5e65-4a9a-b02f-8937ef374de8,"#N/A","#N/A",99c92428-1e67-4f4e-af38-898d70af302e,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Approved,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
13c201c3-97ef-4912-9801-c0119170a9d0,e04f4ccc-84f5-4bd2-ab5a-c36b3df95fb3,"#N/A","#N/A",9d0f0a95-e2c1-4e86-b5cc-f312d71de58a,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,On Hold,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
13cce271-1bb8-42e4-9123-45392a579edc,631178b8-6ebc-41b3-8da4-d946903b5939,"#N/A","#N/A",6fef229e-c21f-40a1-86ce-fff6807109e2,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Closed,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1493f7b3-4cd4-4ad1-b76a-e1975e194e97,bb9fb333-a8ee-4db7-a84f-4e003afa5ab0,"#N/A","#N/A",3eada4e6-10f2-49d0-8b0d-53062978e11e,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,New,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
14f1faea-9815-4d6b-be50-a8c829b354fa,9116998f-eb4c-480a-80e0-77343e4df9f4,"#N/A","#N/A",f198adb5-1212-43f2-ad2d-b57915d58fc3,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Approved,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
14f7a66c-b1f6-42a8-b81b-3500294ad212,8bc52755-a508-4930-82eb-496bf3c8c324,"#N/A","#N/A",694cf71f-52f0-4eeb-8ad2-4291ac960765,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Approved,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
153dc1c6-3329-4bbb-9c40-f1fd267e1144,8988155c-2f4b-4674-b884-b4afcb96d5f4,"#N/A","#N/A",80dae4c5-25e8-4282-81e7-8ca9f2fc5c33,User Needs Help,false,"#N/A",Medium,User didn't attend training,Closed,Using attachments as templates,"#N/A","#N/A","#N/A",Problem,"#N/A"
15640ba2-d994-4cbc-a2e3-9c44f6c9e499,520c26e8-43a5-4fe1-b29e-143a84d0d66c,"#N/A","#N/A",16e392b2-ce9f-469d-a37e-cffff4c1ab3e,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Pending Approval,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1599e589-0153-432d-b519-1ebfda1151cd,01c66fd6-e690-4164-8322-158293db8cba,"#N/A","#N/A",99294102-10f6-4c8f-9c6b-ac853df77659,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Escalated,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
15eb1a20-1e29-4289-ad41-dd0d8af7a45e,2e85410a-c4fe-45b0-85fa-10ace72a0d20,"#N/A","#N/A",bdd527da-8370-49ef-913c-e27838ee0909,Prefers Direct Phone Outreach,false,"#N/A",Medium,User didn't attend training,Rejected,Getting a template error when merging,"#N/A","#N/A","#N/A",Problem,"#N/A"
16174b3d-6f7c-461a-8e5a-b3deaeffc3d2,729ca886-7925-42c1-8501-940a6180d96a,"#N/A","#N/A",4d3869f3-60ec-43c3-877a-266f4d1e374f,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Pending Approval,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1633e310-cc03-4b11-a08d-4e546337e987,51dfb2db-9997-44b6-889c-6d0ed84cd2e8,"#N/A","#N/A",1f1e21d5-3024-4fb1-9868-484552d7dd2c,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Pending Approval,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
164f1f7b-1fac-427f-a26c-6dbb3cd60ccf,aea5a4ed-5196-48a3-b4d6-93e2a8505c3a,"#N/A","#N/A",0dae2d26-22aa-4aac-97f4-209ce3d21a67,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,On Hold,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
16b69d6c-375f-48c5-8c77-cc4466775bc9,f6e667a6-131d-4b16-8dc8-43f94aa13238,"#N/A","#N/A",ad556c94-03d1-4dbb-9dba-93773746c4c1,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Closed,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
16c141eb-39e6-466e-975b-ea9d21de63be,8d7cfb6a-0e4a-4e2c-b841-a89fdb464c86,"#N/A","#N/A",26d17455-39f9-484c-bfdc-3eefc9dbf5c7,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,New,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
16d89707-f77a-4573-801a-e328f01940c9,da2074f4-94c3-404f-9023-3992e941dc87,"#N/A","#N/A",a27c115a-0206-4570-a9df-8cbedd4d2470,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Pending Approval,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
16de653a-6a2b-483a-83d6-7c9c1bae2afd,fd43b987-3759-4e80-9aac-f2f9490c3ce6,"#N/A","#N/A",149162c2-0ab8-43f5-9f83-f55978bc9550,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,On Hold,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
16ec7d50-01f6-4a05-af5f-65dd28c45717,130133d9-e5d5-496b-af81-d3a1706df7d0,"#N/A","#N/A",53dee143-038a-42aa-8762-34979b03efcc,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Closed,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
16f073c2-b680-49a8-8037-900de4eba61d,4149746a-2b7f-4095-a854-de52d62ff012,"#N/A","#N/A",16250c87-76a2-461f-ae56-a949124bc83a,User Needs Help,false,"#N/A",Medium,Instructions not clear,Closed,Questions about new requirements,"#N/A","#N/A","#N/A",Question,"#N/A"
172b7977-11c2-488f-9ecf-9ed6872db499,fd43b987-3759-4e80-9aac-f2f9490c3ce6,"#N/A","#N/A",a17d3938-cbb2-4439-897c-e5329f6f440f,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,On Hold,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1733a4db-1ea7-43ac-99d1-b02adc4e1ebe,aecf535c-a16e-4068-9613-a8bb42ec15eb,"#N/A","#N/A",3693966e-0adc-41c6-8005-06f4f2fdde81,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Rejected,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
173bc6e7-a458-47d5-98fa-3f8b10300d77,2e85410a-c4fe-45b0-85fa-10ace72a0d20,"#N/A","#N/A",d7f71026-535d-4f4d-9c24-35944882baa9,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Escalated,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1740415d-aad5-4071-82e4-f4f4d7bb3df9,73289483-cb1c-416f-bd49-ae2532deeea8,"#N/A","#N/A",eac36581-98f5-4365-aba1-f6ca47cb5109,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Closed,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
175190d0-49ca-4204-8fca-01a62ee0513a,d0482442-b495-40a5-8ddc-77f1f695d94f,"#N/A","#N/A",8087ecfa-750d-44c8-88b3-cc64fcb3b09e,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Approved,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
17832349-3adb-469a-a172-41f12004b3fb,bd7aff28-8cb6-400f-89ef-20a245f7806b,"#N/A","#N/A",ad82ecbd-8669-46c5-be4b-c33d61835400,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,On Hold,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
179fc8dd-5a39-47c3-a388-2033b7391af8,de4cd8fd-9a03-441c-b6fd-564e6777e2bd,"#N/A","#N/A",498e7906-edb5-49fa-b0ef-436ef25c4997,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Approved,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
17f80942-e48e-4afc-a89a-e8b388a2bd5c,6ffc658c-199b-4f0d-b816-08b9ede14787,"#N/A","#N/A",8c0e8a0c-ea4b-4510-814f-d3330f55a149,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,New,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
180affc9-4b44-4bd3-8f54-65b722eeccfd,35d412dd-7f2a-4d7d-aa74-1631384f297c,"#N/A","#N/A",0038f827-7b96-47f7-8882-e889c2668d92,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Approved,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
18154f3a-e647-4d7b-8c5e-f38b9f5777b6,c1f8c1ef-c46c-4d0e-998c-5b07308de5b6,"#N/A","#N/A",43327d4e-7a73-4b6a-b69a-05c018497d5a,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Closed,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
18258fe7-46c4-469f-adae-cb4144d08d7f,5f7657cc-67e8-4e31-aebb-7184f78c9063,"#N/A","#N/A",7048c213-57dc-46ec-9f53-157e75b38f03,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Rejected,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
18498568-2c21-434a-bde5-86f59ecf3d4e,3c898fe5-4f40-4010-9f71-409302d54d8f,"#N/A","#N/A",e3ef2260-0efc-459c-94e6-cb65a1ae545c,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,On Hold,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1875120d-f6f9-4286-b063-61ebddcf0278,d0d48bb8-163e-4f5e-a858-abbf9fbc38f3,"#N/A","#N/A",d243250e-e7c3-48e5-9ac5-b25ac77480a9,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Rejected,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
188eea32-f241-448d-9702-efe5396b0b1d,9bcfd0ac-5f88-4375-824b-739bdda974bb,"#N/A","#N/A",9d0f0a95-e2c1-4e86-b5cc-f312d71de58a,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Closed,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1897245f-2cbe-4be0-a00c-d33f03920582,6f9aeece-ba0d-45b9-afd8-9edbc95a49e7,"#N/A","#N/A",9e1e6376-cd5d-4a1e-b98e-557d9bb550be,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Rejected,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
18a211c4-8719-400a-b5c4-71e91c16e583,8c6de8bb-5a6e-4695-a565-8a97fde348a9,"#N/A","#N/A",c542eb45-2144-495c-997d-69f24ad7e5b5,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Approved,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
